Date,Account,Description,Debit_FC,Credit_FC,Balance_FC,Debit_ZAR,Credit_ZAR,Balance_ZAR,Category,Reference,Currency,FX_to_ZAR_at_Txn,Latitude,Longitude,Counterparty
2025-01-04,CPT02,Ecommerce Payout,0.0,4624.89,2255398.0600000005,0.0,4624.89,2255398.0600000005,Sales,DEP749391250,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,Ecommerce Payout,0.0,403.75,2255801.8100000005,0.0,403.75,2255801.8100000005,Sales,DEP785170367,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,POS Settlement,0.0,3718.3,2259520.1100000003,0.0,3718.3,2259520.1100000003,Sales,DEP791435776,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,8897.99,2268418.1000000006,0.0,8897.99,2268418.1000000006,Sales,DEP822746846,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,Ecommerce Payout,0.0,14750.37,2283168.4700000007,0.0,14750.37,2283168.4700000007,Sales,DEP825565640,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-04,CPT02,Ecommerce Payout,0.0,5172.64,2288341.110000001,0.0,5172.64,2288341.110000001,Sales,DEP852217640,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,4366.99,2292708.100000001,0.0,4366.99,2292708.100000001,Sales,DEP903989979,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-04,CPT02,Ecommerce Payout,0.0,5289.37,2297997.470000001,0.0,5289.37,2297997.470000001,Sales,DEP915294965,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-04,CPT02,Ecommerce Payout,0.0,11197.01,2309194.480000001,0.0,11197.01,2309194.480000001,Sales,DEP942997748,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,Ecommerce Payout,0.0,896.14,2310090.620000001,0.0,896.14,2310090.620000001,Sales,DEP943039446,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-04,CPT02,POS Settlement,0.0,84281.75,2394372.370000001,0.0,84281.75,2394372.370000001,Sales,DEP955362756,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,Ecommerce Payout,0.0,662.68,2395035.050000001,0.0,662.68,2395035.050000001,Sales,DEP969607127,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-04,CPT02,POS Settlement,0.0,14070.26,2409105.310000001,0.0,14070.26,2409105.310000001,Sales,DEP976045881,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,Ecommerce Payout,0.0,4151.24,2413256.550000001,0.0,4151.24,2413256.550000001,Sales,DEP992571300,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-05,CPT02,POS Settlement,0.0,23205.67,2436462.220000001,0.0,23205.67,2436462.220000001,Sales,DEP103999890,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,POS Settlement,0.0,73543.15,2510005.370000001,0.0,73543.15,2510005.370000001,Sales,DEP108213503,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-05,CPT02,POS Settlement,0.0,6673.7,2516679.070000001,0.0,6673.7,2516679.070000001,Sales,DEP127102667,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,Ecommerce Payout,0.0,11100.22,2527779.2900000014,0.0,11100.22,2527779.2900000014,Sales,DEP156464810,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-05,CPT02,POS Settlement,0.0,8505.98,2536285.2700000014,0.0,8505.98,2536285.2700000014,Sales,DEP172807342,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-05,CPT02,Ecommerce Payout,0.0,1398.35,2537683.6200000015,0.0,1398.35,2537683.6200000015,Sales,DEP172847611,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-05,CPT02,Ecommerce Payout,0.0,1251.88,2538935.5000000014,0.0,1251.88,2538935.5000000014,Sales,DEP188932716,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-05,CPT02,POS Settlement,0.0,14790.24,2553725.7400000016,0.0,14790.24,2553725.7400000016,Sales,DEP203898935,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-05,CPT02,POS Settlement,0.0,40020.6,2593746.3400000017,0.0,40020.6,2593746.3400000017,Sales,DEP223912927,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,Ecommerce Payout,0.0,2522.73,2596269.0700000017,0.0,2522.73,2596269.0700000017,Sales,DEP235833971,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,Ecommerce Payout,0.0,19899.52,2616168.5900000017,0.0,19899.52,2616168.5900000017,Sales,DEP245770556,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,Ecommerce Payout,0.0,1963.09,2618131.6800000016,0.0,1963.09,2618131.6800000016,Sales,DEP284393404,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,Ecommerce Payout,0.0,5546.96,2623678.6400000015,0.0,5546.96,2623678.6400000015,Sales,DEP286884969,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,POS Settlement,0.0,34635.38,2658314.0200000014,0.0,34635.38,2658314.0200000014,Sales,DEP320114888,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,Ecommerce Payout,0.0,10123.12,2668437.1400000015,0.0,10123.12,2668437.1400000015,Sales,DEP323581960,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,POS Settlement,0.0,46013.34,2714450.4800000014,0.0,46013.34,2714450.4800000014,Sales,DEP335583486,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-05,CPT02,Ecommerce Payout,0.0,1702.97,2716153.4500000016,0.0,1702.97,2716153.4500000016,Sales,DEP349425160,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-05,CPT02,Ecommerce Payout,0.0,3190.8,2719344.2500000014,0.0,3190.8,2719344.2500000014,Sales,DEP369593383,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,Ecommerce Payout,0.0,8446.85,2727791.1000000015,0.0,8446.85,2727791.1000000015,Sales,DEP403859728,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-05,CPT02,POS Settlement,0.0,42585.13,2770376.2300000014,0.0,42585.13,2770376.2300000014,Sales,DEP417276718,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,POS Settlement,0.0,138.01,2770514.240000001,0.0,138.01,2770514.240000001,Sales,DEP451742008,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-05,CPT02,Ecommerce Payout,0.0,23212.79,2793727.030000001,0.0,23212.79,2793727.030000001,Sales,DEP460342651,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,Ecommerce Payout,0.0,32344.57,2826071.600000001,0.0,32344.57,2826071.600000001,Sales,DEP466729173,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-05,CPT02,POS Settlement,0.0,3923.61,2829995.210000001,0.0,3923.61,2829995.210000001,Sales,DEP548550822,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,Ecommerce Payout,0.0,15496.47,2845491.680000001,0.0,15496.47,2845491.680000001,Sales,DEP580845262,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,POS Settlement,0.0,1247.55,2846739.230000001,0.0,1247.55,2846739.230000001,Sales,DEP582594574,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-05,CPT02,Ecommerce Payout,0.0,3416.87,2850156.100000001,0.0,3416.87,2850156.100000001,Sales,DEP605753286,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-05,CPT02,POS Settlement,0.0,3451.2,2853607.300000001,0.0,3451.2,2853607.300000001,Sales,DEP618187671,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,POS Settlement,0.0,37597.64,2891204.9400000013,0.0,37597.64,2891204.9400000013,Sales,DEP700074826,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,Ecommerce Payout,0.0,15865.93,2907070.8700000015,0.0,15865.93,2907070.8700000015,Sales,DEP738986753,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-05,CPT02,Ecommerce Payout,0.0,29381.97,2936452.8400000017,0.0,29381.97,2936452.8400000017,Sales,DEP764787557,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,POS Settlement,0.0,12029.16,2948482.000000002,0.0,12029.16,2948482.000000002,Sales,DEP773324216,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-05,CPT02,Ecommerce Payout,0.0,38028.03,2986510.0300000017,0.0,38028.03,2986510.0300000017,Sales,DEP801662283,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-05,CPT02,POS Settlement,0.0,2287.99,2988798.020000002,0.0,2287.99,2988798.020000002,Sales,DEP808200389,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-05,CPT02,Ecommerce Payout,0.0,23540.15,3012338.170000002,0.0,23540.15,3012338.170000002,Sales,DEP855416857,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-05,CPT02,POS Settlement,0.0,5855.92,3018194.0900000017,0.0,5855.92,3018194.0900000017,Sales,DEP858289147,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-05,CPT02,Ecommerce Payout,0.0,10132.23,3028326.3200000017,0.0,10132.23,3028326.3200000017,Sales,DEP925049863,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-05,CPT02,POS Settlement,0.0,10398.92,3038725.2400000016,0.0,10398.92,3038725.2400000016,Sales,DEP956834329,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-05,CPT02,POS Settlement,0.0,135.9,3038861.1400000015,0.0,135.9,3038861.1400000015,Sales,DEP981973645,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-06,CPT02,Ecommerce Payout,0.0,33416.6,3072277.7400000016,0.0,33416.6,3072277.7400000016,Sales,DEP113118913,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-06,CPT02,Ecommerce Payout,0.0,14969.56,3087247.3000000017,0.0,14969.56,3087247.3000000017,Sales,DEP123519140,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,Ecommerce Payout,0.0,63057.22,3150304.520000002,0.0,63057.22,3150304.520000002,Sales,DEP125150521,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-06,CPT02,Ecommerce Payout,0.0,9332.51,3159637.0300000017,0.0,9332.51,3159637.0300000017,Sales,DEP140962747,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-06,CPT02,POS Settlement,0.0,10405.68,3170042.710000002,0.0,10405.68,3170042.710000002,Sales,DEP142369664,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-06,CPT02,Ecommerce Payout,0.0,29464.07,3199506.7800000017,0.0,29464.07,3199506.7800000017,Sales,DEP204539136,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-06,CPT02,POS Settlement,0.0,1775.09,3201281.8700000015,0.0,1775.09,3201281.8700000015,Sales,DEP213510556,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,POS Settlement,0.0,22585.64,3223867.5100000016,0.0,22585.64,3223867.5100000016,Sales,DEP215994128,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-06,CPT02,POS Settlement,0.0,106429.56,3330297.0700000017,0.0,106429.56,3330297.0700000017,Sales,DEP237040922,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-06,CPT02,Ecommerce Payout,0.0,6480.78,3336777.8500000015,0.0,6480.78,3336777.8500000015,Sales,DEP269628785,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,POS Settlement,0.0,2009.65,3338787.5000000014,0.0,2009.65,3338787.5000000014,Sales,DEP287436904,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-06,CPT02,Ecommerce Payout,0.0,4298.18,3343085.6800000016,0.0,4298.18,3343085.6800000016,Sales,DEP318840898,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-06,CPT02,Ecommerce Payout,0.0,18753.69,3361839.3700000015,0.0,18753.69,3361839.3700000015,Sales,DEP357294550,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-06,CPT02,Ecommerce Payout,0.0,45192.27,3407031.6400000015,0.0,45192.27,3407031.6400000015,Sales,DEP361695045,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-06,CPT02,POS Settlement,0.0,2181.61,3409213.2500000014,0.0,2181.61,3409213.2500000014,Sales,DEP385275426,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-06,CPT02,POS Settlement,0.0,2586.43,3411799.6800000016,0.0,2586.43,3411799.6800000016,Sales,DEP385408707,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,POS Settlement,0.0,9119.14,3420918.8200000017,0.0,9119.14,3420918.8200000017,Sales,DEP410569785,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,Ecommerce Payout,0.0,8561.75,3429480.5700000017,0.0,8561.75,3429480.5700000017,Sales,DEP423261782,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-06,CPT02,POS Settlement,0.0,8525.24,3438005.810000002,0.0,8525.24,3438005.810000002,Sales,DEP508319215,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,Ecommerce Payout,0.0,17874.5,3455880.310000002,0.0,17874.5,3455880.310000002,Sales,DEP542233161,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-06,CPT02,POS Settlement,0.0,1764.51,3457644.8200000017,0.0,1764.51,3457644.8200000017,Sales,DEP581089107,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-06,CPT02,Ecommerce Payout,0.0,9999.91,3467644.730000002,0.0,9999.91,3467644.730000002,Sales,DEP608484361,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-06,CPT02,POS Settlement,0.0,377.19,3468021.920000002,0.0,377.19,3468021.920000002,Sales,DEP676208252,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,Ecommerce Payout,0.0,20652.96,3488674.8800000018,0.0,20652.96,3488674.8800000018,Sales,DEP683393316,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-06,CPT02,POS Settlement,0.0,20469.95,3509144.830000002,0.0,20469.95,3509144.830000002,Sales,DEP705766961,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-06,CPT02,POS Settlement,0.0,25801.54,3534946.370000002,0.0,25801.54,3534946.370000002,Sales,DEP744551116,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,Ecommerce Payout,0.0,3822.07,3538768.440000002,0.0,3822.07,3538768.440000002,Sales,DEP783991496,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,Ecommerce Payout,0.0,14990.75,3553759.190000002,0.0,14990.75,3553759.190000002,Sales,DEP784836897,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-06,CPT02,Ecommerce Payout,0.0,12836.98,3566596.170000002,0.0,12836.98,3566596.170000002,Sales,DEP836103497,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-06,CPT02,POS Settlement,0.0,1876.61,3568472.7800000017,0.0,1876.61,3568472.7800000017,Sales,DEP858291174,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-06,CPT02,POS Settlement,0.0,31918.6,3600391.3800000018,0.0,31918.6,3600391.3800000018,Sales,DEP899341000,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-06,CPT02,Ecommerce Payout,0.0,5130.99,3605522.370000002,0.0,5130.99,3605522.370000002,Sales,DEP904683118,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-06,CPT02,POS Settlement,0.0,301.64,3605824.010000002,0.0,301.64,3605824.010000002,Sales,DEP949721821,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-06,CPT02,Ecommerce Payout,0.0,10490.64,3616314.6500000022,0.0,10490.64,3616314.6500000022,Sales,DEP957856915,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-06,CPT02,Ecommerce Payout,0.0,5245.61,3621560.260000002,0.0,5245.61,3621560.260000002,Sales,DEP984555831,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,POS Settlement,0.0,19561.64,3641121.9000000022,0.0,19561.64,3641121.9000000022,Sales,DEP153965383,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,Ecommerce Payout,0.0,3915.68,3645037.5800000024,0.0,3915.68,3645037.5800000024,Sales,DEP160232149,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,Ecommerce Payout,0.0,47322.9,3692360.4800000023,0.0,47322.9,3692360.4800000023,Sales,DEP168890639,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,POS Settlement,0.0,5465.71,3697826.1900000023,0.0,5465.71,3697826.1900000023,Sales,DEP239534850,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-07,CPT02,Ecommerce Payout,0.0,8115.43,3705941.6200000024,0.0,8115.43,3705941.6200000024,Sales,DEP255143594,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-07,CPT02,Ecommerce Payout,0.0,3121.9,3709063.5200000023,0.0,3121.9,3709063.5200000023,Sales,DEP275131111,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,POS Settlement,0.0,8400.26,3717463.780000002,0.0,8400.26,3717463.780000002,Sales,DEP301203415,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,Ecommerce Payout,0.0,8949.78,3726413.560000002,0.0,8949.78,3726413.560000002,Sales,DEP305251246,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-07,CPT02,Ecommerce Payout,0.0,4649.72,3731063.280000002,0.0,4649.72,3731063.280000002,Sales,DEP361311757,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,Ecommerce Payout,0.0,5784.73,3736848.010000002,0.0,5784.73,3736848.010000002,Sales,DEP370315180,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,Ecommerce Payout,0.0,7390.37,3744238.380000002,0.0,7390.37,3744238.380000002,Sales,DEP427575332,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,POS Settlement,0.0,13262.0,3757500.380000002,0.0,13262.0,3757500.380000002,Sales,DEP445926207,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,POS Settlement,0.0,38701.9,3796202.280000002,0.0,38701.9,3796202.280000002,Sales,DEP473967557,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,POS Settlement,0.0,32879.93,3829082.2100000023,0.0,32879.93,3829082.2100000023,Sales,DEP524712514,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-07,CPT02,POS Settlement,0.0,2229.74,3831311.9500000025,0.0,2229.74,3831311.9500000025,Sales,DEP546344250,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,POS Settlement,0.0,47501.02,3878812.9700000025,0.0,47501.02,3878812.9700000025,Sales,DEP569198577,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-07,CPT02,POS Settlement,0.0,5795.49,3884608.4600000028,0.0,5795.49,3884608.4600000028,Sales,DEP589022869,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,POS Settlement,0.0,3015.13,3887623.5900000026,0.0,3015.13,3887623.5900000026,Sales,DEP626723149,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-07,CPT02,Ecommerce Payout,0.0,2156.6,3889780.1900000027,0.0,2156.6,3889780.1900000027,Sales,DEP633727802,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-07,CPT02,Ecommerce Payout,0.0,11391.33,3901171.520000003,0.0,11391.33,3901171.520000003,Sales,DEP643620899,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,Ecommerce Payout,0.0,48595.83,3949767.350000003,0.0,48595.83,3949767.350000003,Sales,DEP653762634,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,POS Settlement,0.0,32759.58,3982526.930000003,0.0,32759.58,3982526.930000003,Sales,DEP689540780,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,Ecommerce Payout,0.0,7142.79,3989669.720000003,0.0,7142.79,3989669.720000003,Sales,DEP692146163,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-07,CPT02,Ecommerce Payout,0.0,8709.29,3998379.010000003,0.0,8709.29,3998379.010000003,Sales,DEP712779567,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-07,CPT02,Ecommerce Payout,0.0,4870.34,4003249.350000003,0.0,4870.34,4003249.350000003,Sales,DEP719051296,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-07,CPT02,Ecommerce Payout,0.0,1527.15,4004776.500000003,0.0,1527.15,4004776.500000003,Sales,DEP734729106,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,Ecommerce Payout,0.0,399.62,4005176.120000003,0.0,399.62,4005176.120000003,Sales,DEP757822991,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-07,CPT02,POS Settlement,0.0,13644.22,4018820.340000003,0.0,13644.22,4018820.340000003,Sales,DEP795097560,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-07,CPT02,POS Settlement,0.0,12686.92,4031507.260000003,0.0,12686.92,4031507.260000003,Sales,DEP797419174,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,POS Settlement,0.0,1927.74,4033435.0000000033,0.0,1927.74,4033435.0000000033,Sales,DEP807795622,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-07,CPT02,Ecommerce Payout,0.0,3974.47,4037409.4700000035,0.0,3974.47,4037409.4700000035,Sales,DEP811746887,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,Ecommerce Payout,0.0,9780.86,4047190.3300000033,0.0,9780.86,4047190.3300000033,Sales,DEP821506166,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-07,CPT02,POS Settlement,0.0,34402.82,4081593.150000003,0.0,34402.82,4081593.150000003,Sales,DEP875840744,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-07,CPT02,POS Settlement,0.0,3439.76,4085032.910000003,0.0,3439.76,4085032.910000003,Sales,DEP895434602,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-07,CPT02,Ecommerce Payout,0.0,22665.89,4107698.800000003,0.0,22665.89,4107698.800000003,Sales,DEP898901278,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,POS Settlement,0.0,5057.46,4112756.260000003,0.0,5057.46,4112756.260000003,Sales,DEP901474622,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-07,CPT02,Ecommerce Payout,0.0,52170.17,4164926.430000003,0.0,52170.17,4164926.430000003,Sales,DEP914061930,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-07,CPT02,POS Settlement,0.0,10872.07,4175798.500000003,0.0,10872.07,4175798.500000003,Sales,DEP926471312,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-07,CPT02,Ecommerce Payout,0.0,36990.07,4212788.570000003,0.0,36990.07,4212788.570000003,Sales,DEP939233704,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-08,CPT02,POS Settlement,0.0,12102.66,4224891.230000003,0.0,12102.66,4224891.230000003,Sales,DEP158940521,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-08,CPT02,Ecommerce Payout,0.0,27442.47,4252333.700000003,0.0,27442.47,4252333.700000003,Sales,DEP173368616,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-08,CPT02,Ecommerce Payout,0.0,16447.58,4268781.280000003,0.0,16447.58,4268781.280000003,Sales,DEP243544300,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-08,CPT02,POS Settlement,0.0,747.54,4269528.820000003,0.0,747.54,4269528.820000003,Sales,DEP250940116,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-08,CPT02,Ecommerce Payout,0.0,6634.38,4276163.200000003,0.0,6634.38,4276163.200000003,Sales,DEP267532153,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-08,CPT02,POS Settlement,0.0,2421.8,4278585.000000003,0.0,2421.8,4278585.000000003,Sales,DEP280186035,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-08,CPT02,POS Settlement,0.0,508.58,4279093.580000003,0.0,508.58,4279093.580000003,Sales,DEP298255467,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-08,CPT02,Ecommerce Payout,0.0,6213.25,4285306.830000003,0.0,6213.25,4285306.830000003,Sales,DEP299957819,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-08,CPT02,Ecommerce Payout,0.0,7360.36,4292667.190000003,0.0,7360.36,4292667.190000003,Sales,DEP324734465,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-08,CPT02,Ecommerce Payout,0.0,607.88,4293275.070000003,0.0,607.88,4293275.070000003,Sales,DEP404680038,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-08,CPT02,POS Settlement,0.0,4409.38,4297684.450000003,0.0,4409.38,4297684.450000003,Sales,DEP437976267,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-08,CPT02,Ecommerce Payout,0.0,2322.66,4300007.110000003,0.0,2322.66,4300007.110000003,Sales,DEP455694884,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-08,CPT02,POS Settlement,0.0,53767.05,4353774.160000003,0.0,53767.05,4353774.160000003,Sales,DEP468164820,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-08,CPT02,Ecommerce Payout,0.0,33970.28,4387744.440000003,0.0,33970.28,4387744.440000003,Sales,DEP478678525,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-08,CPT02,POS Settlement,0.0,3029.13,4390773.570000003,0.0,3029.13,4390773.570000003,Sales,DEP502863932,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-08,CPT02,POS Settlement,0.0,9720.52,4400494.090000003,0.0,9720.52,4400494.090000003,Sales,DEP503726888,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-08,CPT02,POS Settlement,0.0,7127.27,4407621.360000002,0.0,7127.27,4407621.360000002,Sales,DEP561386922,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-08,CPT02,Ecommerce Payout,0.0,37293.31,4444914.670000002,0.0,37293.31,4444914.670000002,Sales,DEP569227348,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-08,CPT02,POS Settlement,0.0,45947.37,4490862.040000002,0.0,45947.37,4490862.040000002,Sales,DEP593279853,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-08,CPT02,Ecommerce Payout,0.0,40121.26,4530983.300000002,0.0,40121.26,4530983.300000002,Sales,DEP607065909,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-08,CPT02,Ecommerce Payout,0.0,28640.48,4559623.780000002,0.0,28640.48,4559623.780000002,Sales,DEP665881976,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-08,CPT02,POS Settlement,0.0,25569.07,4585192.850000002,0.0,25569.07,4585192.850000002,Sales,DEP696744956,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-08,CPT02,POS Settlement,0.0,17294.58,4602487.4300000025,0.0,17294.58,4602487.4300000025,Sales,DEP769439795,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-08,CPT02,POS Settlement,0.0,3358.83,4605846.260000003,0.0,3358.83,4605846.260000003,Sales,DEP825838091,ZAR,1.0,-33.9249,18.4241,Yoco
